foodatlas_id	chebi	cdno
e43778	['main group molecular entity', 'polyatomic entity']	['others']
e43779	['main group molecular entity']	['others']
e43780	['main group molecular entity', 'polyatomic entity']	['others']
e43781	['main group molecular entity', 'polyatomic entity']	['others']
e43782	['main group molecular entity', 'polyatomic entity']	['others']
e43783	['main group molecular entity', 'polyatomic entity']	['others']
e43784	['main group molecular entity', 'polyatomic entity']	['others']
e43785	['main group molecular entity', 'polyatomic entity']	['others']
e43786	['main group molecular entity', 'polyatomic entity']	['others']
e43787	['main group molecular entity', 'polyatomic entity']	['others']
e43788	['main group molecular entity', 'polyatomic entity']	['others']
e43789	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43790	['main group molecular entity']	['others']
e43791	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43792	['main group molecular entity']	['others']
e43793	['main group molecular entity']	['others']
e43794	['main group molecular entity', 'polyatomic entity']	['others']
e43795	['main group molecular entity', 'polyatomic entity']	['others']
e43796	['main group molecular entity', 'polyatomic entity']	['others']
e43797	['main group molecular entity', 'polyatomic entity']	['others']
e43798	['main group molecular entity', 'polyatomic entity']	['others']
e43799	['main group molecular entity', 'polyatomic entity']	['others']
e43800	['main group molecular entity', 'polyatomic entity']	['others']
e43801	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43802	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43803	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43804	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43805	['main group molecular entity', 'ion']	['others']
e43806	['main group molecular entity', 'ion']	['others']
e43807	['main group molecular entity', 'ion']	['others']
e43808	['main group molecular entity', 'polyatomic entity']	['others']
e43809	['main group molecular entity', 'ion']	['others']
e43810	['main group molecular entity', 'ion']	['others']
e43811	['main group molecular entity', 'polyatomic entity']	['others']
e43812	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43813	['main group molecular entity', 'polyatomic entity']	['others']
e43814	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43815	['main group molecular entity', 'ion']	['others']
e43816	['main group molecular entity', 'ion']	['others']
e43817	['main group molecular entity', 'ion']	['others']
e43818	['main group molecular entity', 'ion']	['others']
e43819	['main group molecular entity', 'polyatomic entity']	['others']
e43820	['main group molecular entity', 'ion']	['others']
e43821	['main group molecular entity', 'ion']	['others']
e43822	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43823	['main group molecular entity', 'ion']	['others']
e43824	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43825	['main group molecular entity', 'ion']	['others']
e43826	['main group molecular entity']	['others']
e43827	['main group molecular entity']	['others']
e43828	['main group molecular entity']	['others']
e43829	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43830	['main group molecular entity']	['others']
e43831	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43832	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43833	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43834	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43835	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43836	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43837	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43838	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43839	['main group molecular entity', 'polyatomic entity']	['others']
e43840	['main group molecular entity', 'polyatomic entity']	['others']
e43841	['main group molecular entity', 'polyatomic entity']	['others']
e43842	['main group molecular entity', 'polyatomic entity']	['others']
e43843	['main group molecular entity', 'ion']	['others']
e43844	['main group molecular entity', 'polyatomic entity']	['others']
e43845	['main group molecular entity', 'polyatomic entity']	['others']
e43846	['main group molecular entity', 'polyatomic entity']	['others']
e43847	['main group molecular entity', 'polyatomic entity']	['others']
e43848	['main group molecular entity', 'polyatomic entity']	['others']
e43849	['main group molecular entity', 'polyatomic entity']	['others']
e43850	['main group molecular entity', 'polyatomic entity']	['others']
e43851	['main group molecular entity']	['others']
e43852	['main group molecular entity', 'polyatomic entity']	['others']
e43853	['main group molecular entity', 'polyatomic entity']	['others']
e43854	['main group molecular entity', 'polyatomic entity']	['others']
e43855	['main group molecular entity', 'polyatomic entity']	['others']
e43856	['main group molecular entity', 'polyatomic entity']	['others']
e43857	['main group molecular entity', 'polyatomic entity']	['others']
e43858	['main group molecular entity', 'polyatomic entity']	['others']
e43859	['main group molecular entity', 'polyatomic entity']	['others']
e43860	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43861	['main group molecular entity']	['others']
e43862	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43863	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43864	['main group molecular entity']	['others']
e43865	['main group molecular entity', 'polyatomic entity']	['others']
e43866	['main group molecular entity', 'polyatomic entity']	['others']
e43867	['main group molecular entity', 'polyatomic entity']	['others']
e43868	['main group molecular entity', 'polyatomic entity']	['others']
e43869	['main group molecular entity', 'polyatomic entity']	['others']
e43870	['main group molecular entity', 'polyatomic entity']	['others']
e43871	['main group molecular entity', 'polyatomic entity']	['others']
e43872	['main group molecular entity', 'polyatomic entity']	['others']
e43873	['main group molecular entity', 'polyatomic entity']	['others']
e43874	['main group molecular entity', 'polyatomic entity']	['others']
e43875	['main group molecular entity']	['others']
e43876	['main group molecular entity', 'polyatomic entity']	['others']
e43877	['main group molecular entity']	['others']
e43878	['main group molecular entity', 'polyatomic entity']	['others']
e43879	['main group molecular entity', 'polyatomic entity']	['others']
e43880	['main group molecular entity', 'polyatomic entity']	['others']
e43881	['main group molecular entity']	['others']
e43882	['main group molecular entity', 'polyatomic entity']	['others']
e43883	['main group molecular entity', 'polyatomic entity']	['others']
e43884	['main group molecular entity', 'polyatomic entity']	['others']
e43885	['main group molecular entity', 'polyatomic entity']	['others']
e43886	['main group molecular entity', 'polyatomic entity']	['others']
e43887	['main group molecular entity', 'polyatomic entity']	['others']
e43888	['main group molecular entity', 'polyatomic entity']	['others']
e43889	['main group molecular entity', 'polyatomic entity']	['others']
e43890	['main group molecular entity', 'polyatomic entity']	['others']
e43891	['main group molecular entity', 'polyatomic entity']	['others']
e43892	['main group molecular entity', 'polyatomic entity']	['others']
e43893	['main group molecular entity', 'polyatomic entity']	['others']
e43894	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43895	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43896	['transition element molecular entity', 'main group molecular entity', 'polyatomic entity', 'inorganic molecular entity']	['others']
e43897	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43898	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43899	['main group molecular entity', 'polyatomic entity']	['others']
e43900	['main group molecular entity', 'polyatomic entity']	['others']
e43901	['main group molecular entity', 'polyatomic entity']	['others']
e43902	['main group molecular entity', 'polyatomic entity']	['others']
e43903	['main group molecular entity', 'polyatomic entity']	['others']
e43904	['main group molecular entity', 'polyatomic entity']	['others']
e43905	['main group molecular entity', 'polyatomic entity']	['others']
e43906	['main group molecular entity', 'polyatomic entity']	['others']
e43907	['main group molecular entity', 'polyatomic entity']	['others']
e43908	['main group molecular entity']	['others']
e43909	['main group molecular entity']	['others']
e43910	['main group molecular entity']	['others']
e43911	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43912	['main group molecular entity', 'polyatomic entity']	['others']
e43913	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43914	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43915	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43916	['main group molecular entity']	['others']
e43917	['main group molecular entity']	['others']
e43918	['main group molecular entity', 'polyatomic entity']	['others']
e43919	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43920	['main group molecular entity', 'polyatomic entity']	['others']
e43921	['main group molecular entity', 'polyatomic entity']	['others']
e43922	['main group molecular entity', 'polyatomic entity']	['others']
e43923	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43924	['main group molecular entity']	['others']
e43925	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43926	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43927	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43928	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43929	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43930	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43931	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43932	['main group molecular entity', 'polyatomic entity']	['others']
e43933	['main group molecular entity', 'polyatomic entity']	['others']
e43934	['main group molecular entity', 'polyatomic entity']	['others']
e43935	[]	['others']
e43936	['main group molecular entity', 'polyatomic entity']	['others']
e43937	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43938	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43939	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43940	['main group molecular entity']	['others']
e43941	['main group molecular entity', 'polyatomic entity']	['others']
e43942	['main group molecular entity', 'polyatomic entity']	['others']
e43943	['main group molecular entity', 'polyatomic entity']	['others']
e43944	['main group molecular entity', 'polyatomic entity']	['others']
e43945	['main group molecular entity', 'polyatomic entity']	['others']
e43946	['main group molecular entity', 'polyatomic entity']	['others']
e43947	['main group molecular entity', 'polyatomic entity']	['others']
e43948	['main group molecular entity', 'polyatomic entity']	['others']
e43949	['main group molecular entity', 'polyatomic entity']	['others']
e43950	[]	['others']
e43951	['main group molecular entity', 'ion']	['others']
e43952	['main group molecular entity', 'polyatomic entity']	['others']
e43953	['main group molecular entity']	['others']
e43954	['main group molecular entity', 'polyatomic entity']	['others']
e43955	['main group molecular entity']	['others']
e43956	['main group molecular entity', 'polyatomic entity']	['others']
e43957	['main group molecular entity', 'polyatomic entity']	['others']
e43958	['main group molecular entity']	['others']
e43959	['main group molecular entity']	['others']
e43960	['main group molecular entity', 'polyatomic entity']	['others']
e43961	['main group molecular entity', 'polyatomic entity']	['others']
e43962	['main group molecular entity', 'polyatomic entity']	['others']
e43963	['main group molecular entity', 'polyatomic entity']	['others']
e43964	['main group molecular entity', 'polyatomic entity']	['others']
e43965	['polyatomic entity']	['others']
e43966	['main group molecular entity', 'polyatomic entity']	['others']
e43967	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43968	['main group molecular entity', 'ion']	['others']
e43969	['main group molecular entity', 'polyatomic entity']	['others']
e43970	['main group molecular entity', 'polyatomic entity']	['others']
e43971	['main group molecular entity', 'polyatomic entity']	['others']
e43972	['main group molecular entity', 'ion']	['others']
e43973	['main group molecular entity', 'polyatomic entity']	['others']
e43974	['main group molecular entity', 'polyatomic entity']	['others']
e43975	['main group molecular entity', 'polyatomic entity']	['others']
e43976	['main group molecular entity', 'polyatomic entity']	['others']
e43977	['main group molecular entity', 'polyatomic entity']	['others']
e43978	['main group molecular entity']	['others']
e43979	['main group molecular entity', 'ion']	['others']
e43980	['main group molecular entity', 'ion']	['others']
e43981	['main group molecular entity', 'polyatomic entity']	['others']
e43982	['main group molecular entity', 'polyatomic entity']	['others']
e43983	['main group molecular entity', 'polyatomic entity']	['others']
e43984	['main group molecular entity']	['others']
e43985	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43986	['main group molecular entity']	['others']
e43987	['main group molecular entity']	['others']
e43988	['main group molecular entity']	['others']
e43989	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43990	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43991	['main group molecular entity', 'ion']	['others']
e43992	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43993	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e43994	['main group molecular entity', 'polyatomic entity']	['others']
e43995	['main group molecular entity', 'polyatomic entity']	['others']
e43996	['main group molecular entity', 'polyatomic entity']	['others']
e43997	['main group molecular entity', 'polyatomic entity']	['others']
e43998	['main group molecular entity', 'polyatomic entity']	['others']
e43999	['main group molecular entity', 'polyatomic entity']	['others']
e44000	['main group molecular entity', 'polyatomic entity']	['others']
e44001	['main group molecular entity', 'polyatomic entity']	['others']
e44002	['main group molecular entity', 'polyatomic entity']	['others']
e44003	['main group molecular entity', 'polyatomic entity']	['others']
e44004	['main group molecular entity', 'polyatomic entity']	['others']
e44005	['main group molecular entity', 'polyatomic entity']	['others']
e44006	['transition element molecular entity', 'polyatomic entity']	['others']
e44007	['main group molecular entity', 'polyatomic entity']	['others']
e44008	['main group molecular entity', 'polyatomic entity']	['others']
e44009	['main group molecular entity', 'polyatomic entity']	['others']
e44010	['main group molecular entity', 'polyatomic entity']	['others']
e44011	['main group molecular entity', 'polyatomic entity']	['others']
e44012	['main group molecular entity', 'polyatomic entity']	['others']
e44013	['main group molecular entity', 'polyatomic entity']	['others']
e44014	['main group molecular entity', 'ion']	['others']
e44015	['main group molecular entity']	['others']
e44016	['main group molecular entity']	['others']
e44017	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44018	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44019	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44020	['main group molecular entity']	['others']
e44021	['main group molecular entity']	['others']
e44022	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44023	['main group molecular entity']	['others']
e44024	['polyatomic entity']	['others']
e44025	['main group molecular entity', 'ion']	['others']
e44026	['main group molecular entity', 'ion']	['others']
e44027	['main group molecular entity', 'polyatomic entity']	['others']
e44028	['main group molecular entity']	['others']
e44029	['main group molecular entity', 'ion']	['others']
e44030	['main group molecular entity', 'polyatomic entity']	['others']
e44031	['main group molecular entity', 'ion']	['others']
e44032	['main group molecular entity', 'polyatomic entity']	['others']
e44033	['main group molecular entity', 'ion']	['others']
e44034	['main group molecular entity', 'polyatomic entity']	['others']
e44035	['main group molecular entity', 'ion']	['others']
e44036	['main group molecular entity', 'polyatomic entity']	['others']
e44037	['main group molecular entity', 'ion']	['others']
e44038	['main group molecular entity']	['others']
e44039	['main group molecular entity', 'polyatomic entity']	['others']
e44040	['main group molecular entity', 'polyatomic entity']	['others']
e44041	['main group molecular entity', 'polyatomic entity']	['others']
e44042	['main group molecular entity']	['others']
e44043	['main group molecular entity', 'polyatomic entity']	['others']
e44044	['main group molecular entity', 'polyatomic entity']	['others']
e44045	['main group molecular entity', 'polyatomic entity']	['others']
e44046	['main group molecular entity', 'polyatomic entity']	['others']
e44047	['main group molecular entity', 'polyatomic entity']	['others']
e44048	['main group molecular entity', 'polyatomic entity']	['others']
e44049	['main group molecular entity', 'polyatomic entity']	['others']
e44050	['main group molecular entity', 'polyatomic entity']	['others']
e44051	['main group molecular entity', 'polyatomic entity']	['others']
e44052	['main group molecular entity', 'polyatomic entity']	['others']
e44053	['main group molecular entity', 'polyatomic entity']	['others']
e44054	['main group molecular entity']	['others']
e44055	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44056	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44057	['polyatomic entity']	['others']
e44058	['transition element molecular entity', 'polyatomic entity']	['others']
e44059	['main group molecular entity']	['others']
e44060	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44061	['main group molecular entity']	['others']
e44062	['main group molecular entity', 'polyatomic entity']	['others']
e44063	['main group molecular entity', 'polyatomic entity']	['others']
e44064	['main group molecular entity', 'polyatomic entity']	['others']
e44065	['main group molecular entity', 'polyatomic entity']	['others']
e44066	['main group molecular entity', 'polyatomic entity']	['others']
e44067	['main group molecular entity', 'ion']	['others']
e44068	['main group molecular entity']	['others']
e44069	['main group molecular entity']	['others']
e44070	['main group molecular entity']	['others']
e44071	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44072	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44073	['main group molecular entity', 'polyatomic entity']	['others']
e44074	['main group molecular entity', 'polyatomic entity']	['others']
e44075	['main group molecular entity', 'polyatomic entity']	['others']
e44076	['main group molecular entity', 'polyatomic entity']	['others']
e44077	['main group molecular entity', 'polyatomic entity']	['others']
e44078	['main group molecular entity', 'polyatomic entity']	['others']
e44079	['main group molecular entity', 'polyatomic entity']	['others']
e44080	['main group molecular entity', 'polyatomic entity']	['others']
e44081	['main group molecular entity', 'polyatomic entity']	['others']
e44082	['main group molecular entity', 'polyatomic entity']	['others']
e44083	['main group molecular entity', 'polyatomic entity']	['others']
e44084	['main group molecular entity', 'polyatomic entity']	['others']
e44085	['main group molecular entity', 'polyatomic entity']	['others']
e44086	['main group molecular entity', 'polyatomic entity']	['others']
e44087	['main group molecular entity', 'polyatomic entity']	['others']
e44088	['main group molecular entity', 'polyatomic entity']	['others']
e44089	['main group molecular entity', 'polyatomic entity']	['others']
e44090	['main group molecular entity', 'polyatomic entity']	['others']
e44091	['main group molecular entity', 'polyatomic entity']	['others']
e44092	['main group molecular entity', 'polyatomic entity']	['others']
e44093	['main group molecular entity', 'polyatomic entity']	['others']
e44094	['main group molecular entity', 'polyatomic entity']	['others']
e44095	['main group molecular entity', 'polyatomic entity']	['others']
e44096	['main group molecular entity', 'ion']	['others']
e44097	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44098	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44099	['main group molecular entity', 'polyatomic entity']	['others']
e44100	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44101	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44102	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44103	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44104	['main group molecular entity', 'polyatomic entity']	['others']
e44105	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44106	['main group molecular entity', 'polyatomic entity']	['others']
e44107	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44108	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44109	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44110	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44111	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44112	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44113	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44114	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44115	['transition element molecular entity', 'polyatomic entity']	['others']
e44116	['transition element molecular entity', 'polyatomic entity']	['others']
e44117	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44118	['main group molecular entity', 'polyatomic entity']	['others']
e44119	['main group molecular entity', 'polyatomic entity']	['others']
e44120	['main group molecular entity', 'polyatomic entity']	['others']
e44121	['main group molecular entity']	['others']
e44122	['main group molecular entity']	['others']
e44123	['main group molecular entity', 'polyatomic entity']	['others']
e44124	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44125	['main group molecular entity', 'polyatomic entity']	['others']
e44126	['main group molecular entity', 'polyatomic entity']	['others']
e44127	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44128	['main group molecular entity', 'polyatomic entity']	['others']
e44129	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44130	['main group molecular entity']	['others']
e44131	['main group molecular entity', 'polyatomic entity']	['others']
e44132	['main group molecular entity', 'ion']	['others']
e44133	['main group molecular entity']	['others']
e44134	['main group molecular entity', 'polyatomic entity']	['others']
e44135	['main group molecular entity', 'polyatomic entity']	['others']
e44136	['main group molecular entity']	['others']
e44137	['main group molecular entity', 'polyatomic entity']	['others']
e44138	['main group molecular entity', 'polyatomic entity']	['others']
e44139	['main group molecular entity', 'polyatomic entity']	['others']
e44140	['main group molecular entity', 'polyatomic entity']	['others']
e44141	['main group molecular entity', 'polyatomic entity']	['others']
e44142	['main group molecular entity', 'polyatomic entity']	['others']
e44143	['main group molecular entity', 'polyatomic entity']	['others']
e44144	['main group molecular entity']	['others']
e44145	['main group molecular entity', 'polyatomic entity']	['others']
e44146	['main group molecular entity', 'polyatomic entity']	['others']
e44147	['main group molecular entity', 'polyatomic entity']	['others']
e44148	['main group molecular entity']	['others']
e44149	['main group molecular entity', 'polyatomic entity']	['others']
e44150	['main group molecular entity', 'polyatomic entity']	['others']
e44151	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44152	['main group molecular entity']	['others']
e44153	['main group molecular entity', 'polyatomic entity']	['others']
e44154	['main group molecular entity']	['others']
e44155	['main group molecular entity', 'polyatomic entity']	['others']
e44156	['main group molecular entity', 'ion']	['others']
e44157	['main group molecular entity', 'polyatomic entity']	['others']
e44158	['main group molecular entity', 'ion']	['others']
e44159	['main group molecular entity', 'polyatomic entity']	['others']
e44160	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44161	['main group molecular entity', 'polyatomic entity']	['others']
e44162	['main group molecular entity', 'ion']	['others']
e44163	['main group molecular entity', 'polyatomic entity']	['others']
e44164	['main group molecular entity']	['others']
e44165	['main group molecular entity']	['others']
e44166	['main group molecular entity']	['others']
e44167	['main group molecular entity', 'polyatomic entity']	['others']
e44168	['main group molecular entity', 'polyatomic entity']	['others']
e44169	['main group molecular entity', 'polyatomic entity']	['others']
e44170	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44171	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44172	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44173	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44174	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44175	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44176	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44177	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44178	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44179	['main group molecular entity', 'polyatomic entity']	['others']
e44180	['main group molecular entity', 'polyatomic entity']	['others']
e44181	['main group molecular entity', 'polyatomic entity']	['others']
e44182	['main group molecular entity', 'polyatomic entity']	['others']
e44183	['main group molecular entity', 'polyatomic entity']	['others']
e44184	['main group molecular entity']	['others']
e44185	['main group molecular entity', 'polyatomic entity']	['others']
e44186	['main group molecular entity']	['others']
e44187	['main group molecular entity', 'polyatomic entity']	['others']
e44188	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44189	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44190	['main group molecular entity']	['others']
e44191	['main group molecular entity', 'polyatomic entity']	['others']
e44192	['main group molecular entity']	['others']
e44193	['main group molecular entity']	['others']
e44194	['main group molecular entity']	['others']
e44195	['main group molecular entity']	['others']
e44196	['main group molecular entity']	['others']
e44197	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44198	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44199	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44200	['main group molecular entity', 'polyatomic entity']	['others']
e44201	['main group molecular entity', 'polyatomic entity']	['others']
e44202	['main group molecular entity', 'polyatomic entity']	['others']
e44203	['main group molecular entity', 'polyatomic entity']	['others']
e44204	['main group molecular entity', 'polyatomic entity']	['others']
e44205	['main group molecular entity', 'polyatomic entity']	['others']
e44206	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44207	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44208	['main group molecular entity', 'polyatomic entity']	['others']
e44209	['main group molecular entity', 'ion']	['others']
e44210	['main group molecular entity', 'polyatomic entity']	['others']
e44211	['main group molecular entity', 'polyatomic entity']	['others']
e44212	['main group molecular entity', 'ion']	['others']
e44213	['main group molecular entity', 'polyatomic entity']	['others']
e44214	['main group molecular entity']	['others']
e44215	['main group molecular entity']	['others']
e44216	['main group molecular entity', 'polyatomic entity']	['others']
e44217	['main group molecular entity', 'polyatomic entity']	['others']
e44218	['main group molecular entity', 'polyatomic entity']	['others']
e44219	['main group molecular entity']	['others']
e44220	['main group molecular entity', 'polyatomic entity']	['others']
e44221	['main group molecular entity']	['others']
e44222	['main group molecular entity', 'ion']	['others']
e44223	['main group molecular entity', 'ion']	['others']
e44224	['main group molecular entity', 'ion']	['others']
e44225	['main group molecular entity', 'ion']	['others']
e44226	['main group molecular entity', 'polyatomic entity']	['others']
e44227	['main group molecular entity', 'polyatomic entity']	['others']
e44228	['main group molecular entity', 'polyatomic entity']	['others']
e44229	['main group molecular entity', 'polyatomic entity']	['others']
e44230	['main group molecular entity', 'polyatomic entity']	['others']
e44231	['main group molecular entity', 'polyatomic entity']	['others']
e44232	['polyatomic entity']	['others']
e44233	['main group molecular entity', 'polyatomic entity']	['others']
e44234	['main group molecular entity', 'polyatomic entity']	['others']
e44235	['main group molecular entity', 'polyatomic entity']	['others']
e44236	['main group molecular entity', 'polyatomic entity']	['others']
e44237	['main group molecular entity', 'polyatomic entity']	['others']
e44238	['main group molecular entity', 'polyatomic entity']	['others']
e44239	['main group molecular entity', 'polyatomic entity']	['others']
e44240	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44241	['main group molecular entity', 'polyatomic entity']	['others']
e44242	['main group molecular entity', 'polyatomic entity']	['others']
e44243	['main group molecular entity', 'polyatomic entity']	['others']
e44244	['main group molecular entity', 'polyatomic entity']	['others']
e44245	['main group molecular entity', 'polyatomic entity']	['others']
e44246	['main group molecular entity', 'polyatomic entity']	['others']
e44247	['main group molecular entity', 'polyatomic entity']	['others']
e44248	['main group molecular entity', 'polyatomic entity']	['others']
e44249	['main group molecular entity', 'polyatomic entity']	['others']
e44250	['main group molecular entity', 'polyatomic entity']	['others']
e44251	['main group molecular entity', 'polyatomic entity']	['others']
e44252	['main group molecular entity', 'polyatomic entity']	['others']
e44253	['main group molecular entity', 'polyatomic entity']	['others']
e44254	['main group molecular entity', 'polyatomic entity']	['others']
e44255	['main group molecular entity', 'polyatomic entity']	['others']
e44256	['main group molecular entity', 'polyatomic entity']	['others']
e44257	['main group molecular entity', 'polyatomic entity']	['others']
e44258	['main group molecular entity', 'polyatomic entity']	['others']
e44259	['main group molecular entity', 'polyatomic entity']	['others']
e44260	['main group molecular entity', 'polyatomic entity']	['others']
e44261	['main group molecular entity', 'polyatomic entity']	['others']
e44262	['main group molecular entity', 'polyatomic entity']	['others']
e44263	['main group molecular entity', 'polyatomic entity']	['others']
e44264	['main group molecular entity', 'polyatomic entity']	['others']
e44265	['main group molecular entity', 'polyatomic entity']	['others']
e44266	['main group molecular entity', 'polyatomic entity']	['others']
e44267	['main group molecular entity', 'polyatomic entity']	['others']
e44268	['main group molecular entity', 'polyatomic entity']	['others']
e44269	['main group molecular entity', 'polyatomic entity']	['others']
e44270	['main group molecular entity', 'polyatomic entity']	['others']
e44271	['main group molecular entity', 'polyatomic entity']	['others']
e44272	['main group molecular entity', 'polyatomic entity']	['others']
e44273	['main group molecular entity', 'polyatomic entity']	['others']
e44274	['main group molecular entity', 'polyatomic entity']	['others']
e44275	['main group molecular entity', 'polyatomic entity']	['others']
e44276	['main group molecular entity', 'polyatomic entity']	['others']
e44277	['main group molecular entity', 'polyatomic entity']	['others']
e44278	['main group molecular entity', 'polyatomic entity']	['others']
e44279	['main group molecular entity', 'polyatomic entity']	['others']
e44280	['main group molecular entity', 'polyatomic entity']	['others']
e44281	['main group molecular entity', 'polyatomic entity']	['others']
e44282	['main group molecular entity', 'polyatomic entity']	['others']
e44283	['main group molecular entity', 'polyatomic entity']	['others']
e44284	['main group molecular entity', 'polyatomic entity']	['others']
e44285	['main group molecular entity', 'polyatomic entity']	['others']
e44286	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44287	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44288	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44289	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44290	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
e44291	['main group molecular entity', 'polyatomic entity', 'ion']	['others']
