name	foodatlas_id
cherry (mint-flavored)	['e4456']
candied cherry	['e4457']
cod (flaked)	['e4458']
hake (flaked)	['e4459']
shrimp egg roll	['e4460']
chestnut (mashed)	['e4461']
champagne biscuit	['e4462']
haddock (flaked)	['e4463']
chestnut puree	['e4464']
water chestnut (raw)	['e4465']
edam cheese	['e4466']
cheese powder (concentrated)	['e4467']
cottage cheese (creamed)	['e4468']
grated cheese (lowfat)	['e4469']
hard grating cheese (block)	['e4470']
quince (raw)	['e4471']
grated american cheese product	['e4472']
parmesan cheese (grated)	['e4473']
caerphilly cheese	['e4474']
pecalloni cheese	['e4475']
fish byproduct for animal feed	['e4476']
cream cheese (french-type)	['e4477']
paddlefish roe (raw)	['e4478']
cheese dip	['e4479']
longhorn cheddar cheese (semisoft, part-skim)	['e4480']
endive leaf (raw)	['e4481']
cold-pack cheese spread	['e4482']
cold-pack cheese food	['e4483']
pasteurized process swiss cheese	['e4484']
farmer cheese	['e4485']
pasteurized process cheddar cheese	['e4486']
camembert cheese	['e4487']
cheese (wax-coated)	['e4488']
gelatin from fish	['e4489']
chicken bone (cooked)	['e4490']
chicken pot pie (frozen)	['e4491']
chicken (canned)	['e4492']
piece of chicken skin (raw)	['e4493']
chicken breast (raw)	['e4494']
turkey pot pie (frozen)	['e4495']
piece of turkey skin (raw)	['e4496']
piece(s) of chicken meat (shredded, cooked)	['e4497']
chicken stick	['e4498']
chicken spread	['e4499']
ham stick	['e4500']
cornish chicken (broad-breasted, raw)	['e4501']
chicken heart (raw)	['e4502']
chicken wing (raw)	['e4503']
chicken (barbequed, frozen)	['e4504']
cream of potato soup (onion- and chicken-flavored)	['e4505']
chicken back (raw)	['e4506']
chicken loaf lunch meat	['e4507']
chicken head (frozen, ground for feed)	['e4508']
coating mix (seasoned)	['e4509']
sausage made from meat and poultry (raw)	['e4510']
canadian whitefish (raw)	['e4511']
split peas (cooked, dried)	['e4512']
pasteurized process cheese spread	['e4513']
alfalfa juice	['e4514']
cherry cider	['e4515']
apple cider (cherry-flavored)	['e4516']
apple cider (reconstituted)	['e4517']
cider (sparkling)	['e4518']
apple cider (fermented)	['e4519']
cherry cider (carbonated)	['e4520']
fruit cider	['e4521']
citrus peel	['e4522']
citrus pulp	['e4523']
lime juice (frozen)	['e4524']
citrus fiber flour	['e4525']
clementine (raw)	['e4526']
tangerine (raw)	['e4527']
coconut milk	['e4528']
coconut (raw)	['e4529']
coconut (sweetened, dried)	['e4530']
coconut cream	['e4531']
coconut milk (frozen)	['e4532']
coffee with chicory (roasted, ground)	['e4533']
coffee (roasted, ground, spent)	['e4534']
cappuccino	['e4535']
chipped beef	['e4536']
coffee bean meal (extracted)	['e4537']
coffee oil	['e4538']
coffee with anise oil added (dry, instant)	['e4539']
espresso coffee bean (roasted, medium ground)	['e4540']
imitation instant coffee	['e4541']
imitation coffee substitute	['e4542']
walnut shell	['e4543']
coffee (instant, freeze-dried)	['e4544']
wheat germ (defatted, roasted)	['e4545']
turkish coffee	['e4546']
coffee (decaffeinated, freeze-dried, instant)	['e4547']
coffee bean (unroasted)	['e4548']
orange peel (raw)	['e4549']
cherry glace	['e4550']
cellulose sausage casing (edible)	['e4551']
fruit (sugared)	['e4552']
maraschino cherry (green)	['e4553']
pineapple (immature, raw)	['e4554']
fish (artificially colored, smoked)	['e4555']
eggnog mix	['e4556']
fig bar cookie	['e4557']
nut	['e4558']
cocoa (dutch-processed)	['e4559']
carob bean (raw)	['e4560']
cocoa mass (fat-free)	['e4561']
pear preserves	['e4562']
crab (whole or pieces, shell on, raw)	['e4563']
blackberry juice	['e4564']
cornmeal (water ground)	['e4565']
corn grits (enriched)	['e4566']
corn grits (degerminated, enriched)	['e4567']
cream-style corn (canned)	['e4568']
cornmeal mix	['e4569']
cornmeal (stone ground)	['e4570']
corn flour (stone ground)	['e4571']
yellow cornmeal (stone ground)	['e4572']
corn cob flour	['e4573']
cornmeal (instant)	['e4574']
cream-style sweet corn (canned)	['e4575']
white sweet corn kernel (raw)	['e4576']
yellow sweet corn kernel (raw)	['e4577']
couscous (dried)	['e4578']
durum wheat (ground)	['e4579']
cracker sandwich (cheese-filled)	['e4580']
cracker sandwich (peanut butter filled)	['e4581']
saltine cracker	['e4582']
ginger cracker	['e4583']
oat cracker	['e4584']
cracker sandwich (peanut butter and imitation jelly filled)	['e4585']
cracker sandwich (peanut butter and jelly filled)	['e4586']
cracker (unsalted)	['e4587']
cranberry sauce (jellied)	['e4588']
fish solubles (dried)	['e4589']
chocolate custard	['e4590']
custard pastry filling	['e4591']
purple cauliflower (raw)	['e4592']
clam chowder	['e4593']
chow mein noodle	['e4594']
cinnamon (washed, ground)	['e4595']
saltine cracker (rye, thin)	['e4596']
chestnut (pieces, canned, in vanilla-flavored syrup)	['e4597']
apricot chutney	['e4598']
orange and lemon marmalade	['e4599']
cayenne pepper (ground)	['e4600']
chestnut (ground)	['e4601']
caper (canned)	['e4602']
celery (diced)	['e4603']
egg roll	['e4604']
cauliflower soup mix	['e4605']
spice food product	['e4606']
cashew butter	['e4607']
catfish (raw)	['e4608']
fruit juice (sparkling)	['e4609']
french endive (raw)	['e4610']
chufa (raw)	['e4611']
fruit conserve	['e4612']
potato mix	['e4613']
zante currant	['e4614']
currant food product	['e4615']
fuzzy kiwifruit (raw)	['e4616']
coarse semolina (durum wheat)	['e4617']
fruit juice (frozen)	['e4618']
ice cream cone	['e4619']
grape juice (frozen)	['e4620']
bean (canned)	['e4621']
roast beef (oven-cooked)	['e4622']
beef brisket (pit barbeque cooked)	['e4623']
norwegian-style maine sardine (canned)	['e4624']
sardine (smoked)	['e4625']
jalapeno pepper (canned)	['e4626']
nova scotia salmon (raw)	['e4627']
canadian lobster (raw)	['e4628']
maine lobster (raw)	['e4629']
codfish cake	['e4630']
rock lobster tail meat (raw)	['e4631']
gorgonzola cheese	['e4632']
cheese (natural)	['e4633']
longhorn cheddar cheese	['e4634']
lactic cheese	['e4635']
brie cheese	['e4636']
cream cheese (whipped)	['e4637']
liptauer cheese	['e4638']
cheese (canned)	['e4639']
gouda cheese	['e4640']
cheese (blended)	['e4641']
pasteurized process cheese (alcohol added)	['e4642']
pasteurized process cheese food	['e4643']
cheese fondue	['e4644']
red kidney bean (canned)	['e4645']
brown bean (cooked)	['e4646']
sour cream (cheddar cheese-flavored)	['e4647']
dagano cheese	['e4648']
cottage cheese (creamed, fruit added)	['e4649']
cottage cheese (creamed, vegetable added)	['e4650']
cottage cheese (artificially flavored)	['e4651']
cold-pack cheese food with pistachio nuts	['e4652']
cheese spread with meat flavoring	['e4653']
tybo cheese	['e4654']
esrom cheese	['e4655']
havarti cheese	['e4656']
cottage cheese with fruit added	['e4657']
cheese made from reconstituted milk	['e4658']
port salut cheese	['e4659']
tilsiter cheese	['e4660']
cheddar cheese (salt-free)	['e4661']
swiss cheese from switzerland	['e4662']
fynbo cheese	['e4663']
pasteurized process cheese food with fruit or vegetable	['e4664']
pasteurized process cheese spread with fruit or vegetable	['e4665']
grated cheese (italian-style)	['e4666']
cottage cheese (creamed, artificially flavored)	['e4667']
cottage cheese (pasteurized)	['e4668']
anfrom cheese	['e4669']
petite suisse cheese	['e4670']
bean (artificially ham-flavored, dried)	['e4671']
green bean (french-style)	['e4672']
pinto refried beans (instant)	['e4673']
navy bean flour	['e4674']
pineapple juice (concentrated)	['e4675']
citrus pulpwash solids	['e4676']
cheese whey (from cow milk)	['e4677']
blueberry (canned)	['e4678']
boysenberry (in light syrup, canned)	['e4679']
pyracantha berry jelly	['e4680']
meatball (raw)	['e4681']
meatball (cooked)	['e4682']
lime juice cordial	['e4683']
orange squash beverage	['e4684']
lemon squash beverage	['e4685']
cottage cheese (vegetable added)	['e4686']
pasteurized process pimiento cheese spread	['e4687']
manteca cheese	['e4688']
cheese solids product (enzyme-modified)	['e4689']
cottage cheese (partially creamed)	['e4690']
trappist cheese	['e4691']
mozzarella cheese	['e4692']
mozzarella cheese (low-moisture, part-skim)	['e4693']
gouda cheese (baby)	['e4694']
fynbo cheese (mini)	['e4695']
dog biscuit	['e4696']
parmesan cheese (uncured)	['e4697']
chocolate-flavored dairy drink (artificially sweetened)	['e4698']
dark chocolate	['e4699']
chocolate cream pie mix	['e4700']
chocolate (artificially sweetened)	['e4701']
bittersweet chocolate (nutritively and nonnutritively sweetened)	['e4702']
hot chocolate mix (instant)	['e4703']
bitter chocolate	['e4704']
chocolate chip (semisweet)	['e4705']
milk chocolate (artificially sweetened)	['e4706']
vegetable seasoning (dehydrated)	['e4707']
vegetable juice cocktail	['e4708']
fruit juice cocktail	['e4709']
prune juice	['e4710']
cottage cheese (uncreamed)	['e4711']
cheese (alcohol added)	['e4712']
cheddar cheese (wine-cured)	['e4713']
pasteurized process cheese (hickory-smoked)	['e4714']
goat milk cheese	['e4715']
samsoe cheese (baby)	['e4716']
brazilian cheese	['e4717']
swiss cheese	['e4718']
hollaender cheese	['e4719']
cheese (green-colored)	['e4720']
spiced cheese	['e4721']
limburger cheese	['e4722']
gloucester cheese	['e4723']
derby cheese	['e4724']
leicester cheese	['e4725']
lancashire cheese	['e4726']
wensleydale cheese	['e4727']
ilchester cheese (beer-flavored)	['e4728']
pasteurized process cheese spread flavored with grape pits	['e4729']
parmesan cheese (block)	['e4730']
st. paulin cheese	['e4731']
pasteurized process gruyere cheese	['e4732']
creole cheese (creamed)	['e4733']
cottage cheese with cream dressing	['e4734']
muenster cheese	['e4735']
pasteurized process cheese spread with imitation meat	['e4736']
gruyere cheese	['e4737']
cottage cheese (dry curd, creamed)	['e4738']
provolone cheese (smoked)	['e4739']
milwaukee cheese	['e4740']
spare cheese	['e4741']
baker's cheese	['e4742']
cheese (2% milk)	['e4743']
graddost cheese (semisoft, ripened)	['e4744']
liver paste (canned)	['e4745']
salame cheese	['e4746']
pasteurized process colby cheese	['e4747']
cold-pack cheese (alcohol added)	['e4748']
black olive (canned)	['e4749']
banana passionfruit pulp	['e4750']
banana passionfruit juice	['e4751']
acidified cow milk dairy product	['e4752']
cottage cheese (lowfat)	['e4753']
chocolate cream candy (dietetic)	['e4754']
almond bark (artificially sweetened)	['e4755']
sunflower seed bark (artificially sweetened)	['e4756']
chocolate (vitamin-fortified)	['e4757']
apple (candied)	['e4758']
citrus and guarana beverage concentrate (artificially colored)	['e4759']
raisin butter	['e4760']
butterfat (lipolyzed)	['e4761']
butter oil (lipolyzed)	['e4762']
anhydrous milk fat	['e4763']
butter oil (hydrogenated)	['e4764']
cow butterfat food product	['e4765']
fruit jelly (low calorie)	['e4766']
pear (in fruit juice, canned)	['e4767']
vegetable oil cooking spray in pressurized container	['e4768']
corn oil spread (reduced calorie)	['e4769']
milk beverage (fermented)	['e4770']
gruenland cheese	['e4771']
bel paese cheese	['e4772']
colby cheese	['e4773']
cottage cheese (creamed with nonfat cream dressing)	['e4774']
colby cheese (smoke-flavored)	['e4775']
kuminost cheese	['e4776']
cheese (smoked)	['e4777']
leyden spiced cheese	['e4778']
spiced cheese (frisian clove)	['e4779']
dietetic cheese	['e4780']
blue cheese (dehydrated)	['e4781']
bone meal wafer	['e4782']
swiss cheese (unsalted)	['e4783']
cheese (dehydrated)	['e4784']
stilton cheese	['e4785']
cheese turnover	['e4786']
jarlsburg cheese	['e4787']
lorraine cheese	['e4788']
romano cheese (enzyme-modified)	['e4789']
mozzarella cheese (part-skim)	['e4790']
caraway cheese	['e4791']
cranberry sauce (canned)	['e4792']
italian pork sausage (raw)	['e4793']
shrimp (headless, in shell, frozen)	['e4794']
soft drink concentrate	['e4795']
shrimp gel (freeze-dried, for fish food)	['e4796']
hen egg (semiliquid, pasteurized, frozen)	['e4797']
vegetable soup (canned)	['e4798']
potato stick (canned)	['e4799']
cheese (lowfat)	['e4800']
cow buttermilk (acidified)	['e4801']
cow milk (acidified)	['e4802']
mammalian milk (cultured)	['e4803']
cultured dairy product	['e4804']
pineapple marmalade	['e4805']
strawberry marmalade	['e4806']
chestnut (glazed)	['e4807']
human milk (raw)	['e4808']
chinese mint oil	['e4809']
peppermint	['e4810']
spearmint	['e4811']
green bean (french-style, frozen)	['e4812']
potato chip (shoestring)	['e4813']
matzoth	['e4814']
shredded wheat breakfast cereal	['e4815']
butternut squash (frozen)	['e4816']
peanut (milk chocolate-coated)	['e4817']
papaya preserves	['e4818']
coconut preserve	['e4819']
mango (pulp)	['e4820']
pinto refried beans	['e4821']
tuna casserole	['e4822']
french onion-flavored dip	['e4823']
garlic-flavored dip	['e4824']
blue cheese-flavored dip	['e4825']
truffle sauce	['e4826']
fruit sauce	['e4827']
pickle (sweetened with artificial fruit sauce)	['e4828']
white bread flour	['e4829']
white pepper (ground)	['e4830']
cumberland rum butter	['e4831']
grouse in port wine jelly	['e4832']
doughnut mix	['e4833']
cocoa-flavored powder	['e4834']
gefilte fish (canned)	['e4835']
lobster soup	['e4836']
onion-flavored broth (instant)	['e4837']
chicken-flavored broth (instant)	['e4838']
cream of tomato soup	['e4839']
minestrone soup with meat	['e4840']
beef tripe (raw)	['e4841']
chocolate chip	['e4842']
pineapple and orange juice (frozen concentrate)	['e4843']
pineapple and orange juice	['e4844']
sourdough starter	['e4845']
grapefruit section in syrup (frozen)	['e4846']
shrimp scampi (instant)	['e4847']
chicken (uncooked, frozen)	['e4848']
onion (grilled)	['e4849']
sardine in mustard sauce (canned)	['e4850']
golden sweet corn kernel (canned)	['e4851']
cocoa mix (instant)	['e4852']
sweet potato halves (orange- and pineapple-flavored, in honeybutter sauce)	['e4853']
sesame oil	['e4854']
sesame seed paste	['e4855']
pacific salmon (raw)	['e4856']
poultry shortening	['e4857']
mocha mix	['e4858']
griddle cake	['e4859']
beef drippings	['e4860']
animal shortening	['e4861']
sardine (smoked, canned)	['e4862']
sardine (smoke-flavored, canned)	['e4863']
sea herring (boneless, hard-smoked)	['e4864']
salmon (hard smoked)	['e4865']
clam (smoked)	['e4866']
onion stock cube	['e4867']
mushroom stock cube	['e4868']
green pea with ham soup (condensed, frozen)	['e4869']
minestrone soup with poultry	['e4870']
oyster stew (condensed)	['e4871']
oyster soup	['e4872']
cream of chicken soup (condensed)	['e4873']
chicken egg drop soup	['e4874']
green turtle soup	['e4875']
cream of lobster soup	['e4876']
grape punch	['e4877']
deviled crab (dish)	['e4878']
infant formula (milk-based, liquid, canned)	['e4879']
banana flake	['e4880']
infant food (meat)	['e4881']
infant cereal with fruit	['e4882']
chicken (barbequed)	['e4883']
shrimp curry (dish)	['e4884']
crab newburg (dish)	['e4885']
halibut a la king	['e4886']
halibut in cheese sauce	['e4887']
coconut haystacks candy	['e4888']
coconut peanut butter log	['e4889']
oyster (breaded)	['e4890']
ham soup stix	['e4891']
split green pea soup with pork	['e4892']
scottish hare soup	['e4893']
scottish lobster soup	['e4894']
chicken vermicelli seasoning mix (dry)	['e4895']
mushroom soup mix	['e4896']
pea and ham soup mix	['e4897']
lobster bisque	['e4898']
turtle soup	['e4899']
mussel soup	['e4900']
scampi soup	['e4901']
cream vichysoise	['e4902']
butter and egg noodle (new england-style)	['e4903']
apple wine (sparkling)	['e4904']
sparkling grape juice	['e4905']
applesauce (instant)	['e4906']
red pepper (crushed)	['e4907']
sweet pepper (flakes)	['e4908']
spice mixture (whole or pieces)	['e4909']
spanish thyme leaf (dried)	['e4910']
chocolate (for cooking)	['e4911']
seed sprout	['e4912']
lowfat cow milk (fortified, nonfat milk solids added)	['e4913']
apple-flavored beverage syrup	['e4914']
apple beverage syrup (vermont red apple variety)	['e4915']
apple beverage syrup	['e4916']
papaya-flavored beverage syrup	['e4917']
papaya beverage syrup	['e4918']
pineapple beverage syrup	['e4919']
orange beverage syrup	['e4920']
guava beverage syrup	['e4921']
cheese (processed)	['e4922']
alaskan sea lion (raw)	['e4923']
piece of pigeon (raw)	['e4924']
lobster tail (shell off, raw)	['e4925']
marlin (cured, smoked)	['e4926']
eel (cured, smoked)	['e4927']
scallop (cured, smoked)	['e4928']
catfish (smoked with sodium nitrate and sodium nitrite)	['e4929']
peperoncino food product	['e4930']
strawberry (frozen)	['e4931']
strawberry (canned)	['e4932']
strawberry (freeze-dried)	['e4933']
strawberry (sliced)	['e4934']
mango nectar	['e4935']
apple and apricot (dried)	['e4936']
cow sour milk (powdered)	['e4937']
cow milk (reconstituted)	['e4938']
milk solids from milk byproducts	['e4939']
milk shake mix (dry)	['e4940']
cow milk (low sodium)	['e4941']
cow milk (modified)	['e4942']
cow milk (low sodium, dried)	['e4943']
sweetened condensed milk	['e4944']
skim milk (sweetened, condensed)	['e4945']
honey (jellied, diluted)	['e4946']
malted milk shake	['e4947']
cow milk (frozen)	['e4948']
whole cow milk (reconstituted)	['e4949']
cow buttermilk and butter oil (reconstituted)	['e4950']
skim milk (pasteurized, fortified)	['e4951']
cow milk (sterilized)	['e4952']
nonfat dry milk (calcium-reduced)	['e4953']
condensed cow skim milk	['e4954']
half and half cow milk (sterilized)	['e4955']
salmon (no salt or oil added)	['e4956']
clingstone peach (artificially sweetened)	['e4957']
flan (artificially sweetened)	['e4958']
cracker (artificially sweetened)	['e4959']
cheese thin cracker (dietetic)	['e4960']
jelly (artificially sweetened)	['e4961']
chocolate creme pudding	['e4962']
vanilla creme pudding	['e4963']
beef (steak, freeze-dried)	['e4964']
rye cracker (artificially cheddar cheese-flavored)	['e4965']
soy malt high protein powder	['e4966']
grape juice (artificially sweetened)	['e4967']
lime juice (sweetened, reconstituted)	['e4968']
black raspberry essence	['e4969']
cow milk (sterilized, yogurt-flavored)	['e4970']
cream (sterilized, sour cream flavored)	['e4971']
lowfat cow milk (fortified)	['e4972']
white rice (beef-flavored)	['e4973']
mushroom (marinated, canned)	['e4974']
spanish olive (stuffed with minced pimiento)	['e4975']
whole wheat flour (bromated)	['e4976']
durum flour	['e4977']
protein flour (blended)	['e4978']
white wheat flour (treated with nitric acid)	['e4979']
white wheat flour (bromated)	['e4980']
wheat feed flour	['e4981']
fish flour	['e4982']
white wheat flour (instantized)	['e4983']
wheat flour (agglomerated)	['e4984']
platano flour	['e4985']
flour middlings	['e4986']
granulated flour	['e4987']
pumpernickel flour	['e4988']
cake flour (high ratio)	['e4989']
semisoft cheese	['e4990']
sorghum flour	['e4991']
edible seed food product	['e4992']
meat (frozen)	['e4993']
fruit cocktail (artificially sweetened, canned)	['e4994']
date (raw)	['e4995']
goat milk (evaporated)	['e4996']
strawberry fines (artificially sweetened)	['e4997']
lemon-flavored beverage syrup	['e4998']
mint-flavored beverage syrup	['e4999']
snail (raw)	['e5000']
rabbit liver (raw)	['e5001']
imitation orangeade beverage syrup	['e5002']
rabbit (skinned, dressed, frozen)	['e5003']
piece of rabbit meat (wild, raw)	['e5004']
slippery elm cereal	['e5005']
rabbit meat (frozen)	['e5006']
special k cereal	['e5007']
scampi (peeled, quick-frozen)	['e5008']
chocolate malted milk	['e5009']
rice (coated, fortified)	['e5010']
white wheat flour (all purpose)	['e5011']
second clears	['e5012']
malted wheat flour mix	['e5013']
chickpea flour	['e5014']
peanut flour (partially defatted)	['e5015']
non-wheat grain flour	['e5016']
corned beef (raw)	['e5017']
chicken (frozen)	['e5018']
turkey (frozen)	['e5019']
root beer beverage syrup	['e5020']
harpago tea (dry)	['e5021']
rice (ground)	['e5022']
rice buds (dried)	['e5023']
chicken with rice soup (instant)	['e5024']
rice (milled, enriched)	['e5025']
rice (parboiled)	['e5026']
rice (precooked)	['e5027']
rice (talc-coated)	['e5028']
rice (polished)	['e5029']
burgundy wine	['e5030']
rose hip (raw)	['e5031']
rose hip in sugar syrup	['e5032']
rose hip in sugar syrup (fermented)	['e5033']
imitation rose hip jelly	['e5034']
rose hip tea (dry)	['e5035']
rose hip jelly	['e5036']
rice (steamed)	['e5037']
king salmon (kippered)	['e5038']
black cod (barbequed)	['e5039']
cheddar cheese (sharp)	['e5040']
artichoke (canned)	['e5041']
pickle (canned)	['e5042']
hare (jugged, in wine sauce)	['e5043']
orange juice (unsweetened)	['e5044']
horseradish (powdered)	['e5045']
wheat bran	['e5046']
chocolate chip ice cream	['e5047']
ice cream (artificially nut flavored)	['e5048']
ice cream mix (powdered, artificially flavored)	['e5049']
vegetable (sodium-free, artificially sweetened)	['e5050']
hen egg (shell on, hard boiled)	['e5051']
hen egg (shell on, raw)	['e5052']
fruit juice (artificially sweetened, canned)	['e5053']
fig juice	['e5054']
hen egg liquid (partially heat treated)	['e5055']
hen egg (pickled)	['e5056']
brown hen egg (shell on, raw)	['e5057']
waterfly egg (canned)	['e5058']
hen egg yolk (frozen)	['e5059']
imitation eggnog mix (dry)	['e5060']
hen egg salad	['e5061']
white wheat flour (starch-reduced)	['e5062']
rhubarb (canned)	['e5063']
water chestnut (canned)	['e5064']
chrysanthemum tea (dry)	['e5065']
rattlesnake meat (raw)	['e5066']
green tea leaf (dry)	['e5067']
black tea leaf (dry)	['e5068']
chocolate-covered wafer (egg-shaped)	['e5069']
rhubarb (frozen)	['e5070']
crab (deviled, packed in crab shell)	['e5071']
mixed fruit spread	['e5072']
radish (raw)	['e5073']
sassafras tea (dry)	['e5074']
sauerkraut (canned)	['e5075']
ground beef patty (raw)	['e5076']
chopped beef pattie (raw)	['e5077']
tomato (comminuted, canned)	['e5078']
gethsemane tea (dry)	['e5079']
chamomile tea (dry)	['e5080']
tea plant twigs	['e5081']
darjeeling black tea (dry)	['e5082']
cow milk (vitamin d, homogenized)	['e5083']
squaw tea (dry)	['e5084']
jasmine tea (dry)	['e5085']
sauerkraut (bulk-style)	['e5086']
tea blend (dry)	['e5087']
sauerkraut in wine	['e5088']
spiced pickle	['e5089']
red cabbage head (raw)	['e5090']
linden tea (dry)	['e5091']
gelatin fruit salad (artificially flavored and colored)	['e5092']
cow milk (vitamin d, pasteurized, homogenized)	['e5093']
kefir (fruit)	['e5094']
goat's milk ice cream	['e5095']
lowfat cow milk (sterilized, long-life, unrefrigerated)	['e5096']
kefir (lowfat)	['e5097']
milk (precultured)	['e5098']
tequila	['e5099']
sour cream blue cheese dressing	['e5100']
coleslaw	['e5101']
hen egg white (frozen)	['e5102']
fruit juice (sterilized)	['e5103']
mushroom (sliced, canned)	['e5104']
malt sprout	['e5105']
olive oil (canned)	['e5106']
coconut cream (canned)	['e5107']
chive (freeze-dried)	['e5108']
flounder (raw)	['e5109']
hen egg white (dried, whipping aid added)	['e5110']
pickling spice	['e5111']
freestone peach (halves in light syrup)	['e5112']
swiss and ham roll	['e5113']
pasteurized process cheese food with ham	['e5114']
carrot (frozen)	['e5115']
peanut (skin off, lightly salted)	['e5116']
pecan (whole or pieces)	['e5117']
coffee bean (drip-grind)	['e5118']
artichoke (marinated)	['e5119']
plantain (fried)	['e5120']
akee and saltfish	['e5121']
beef ball in sauce	['e5122']
iced tea mix (mint-flavored)	['e5123']
iced tea mix (lime-flavored)	['e5124']
oolong tea (dry)	['e5125']
shui sen tea (dry)	['e5126']
gun jam tea (dry)	['e5127']
lung so tea (dry)	['e5128']
luk on tea (dry)	['e5129']
poo nih tea (dry)	['e5130']
scrambled hen egg	['e5131']
tit koon yum tea (dry)	['e5132']
chocolate milk (low fat)	['e5133']
tomato juice concentrate (frozen)	['e5134']
apple juice (from cores and peels)	['e5135']
scrambled hen egg mix	['e5136']
scrambled hen egg (frozen)	['e5137']
hen egg (fried, frozen)	['e5138']
hen egg white (pasteurized, frozen)	['e5139']
imitation eggnog	['e5140']
pecan cluster candy	['e5141']
iced tea mix (dry)	['e5142']
cheese (sliced)	['e5143']
prune juice (unsweetened)	['e5144']
oyster (smoked)	['e5145']
sea steak made from cod and haddock	['e5146']
okra seed press cake	['e5147']
pimiento cheese sandwich roll	['e5148']
seaweed (dried)	['e5149']
seaweed (raw)	['e5150']
seaweed meal	['e5151']
seaweed byproduct	['e5152']
onion soup	['e5153']
blackberry beverage syrup	['e5154']
meat pie (frozen)	['e5155']
dill seed (dried)	['e5156']
eggplant (stuffed)	['e5157']
hen egg (freeze-dried, with emulsifier)	['e5158']
turkey egg food product	['e5159']
hen egg white food product	['e5160']
cow milk (eggnog-flavored)	['e5161']
duck egg (preserved in salt)	['e5162']
eggnog with alcohol	['e5163']
sea turtle egg (raw)	['e5164']
duck egg yolk (salted)	['e5165']
eggnog mix (low fat)	['e5166']
eggplant (breaded)	['e5167']
imitation jelly	['e5168']
citron melon jam	['e5169']
fruit jam and jelly mix	['e5170']
peach jam	['e5171']
muscadine grape (raw)	['e5172']
japanese black tea (dry)	['e5173']
balut (canned)	['e5174']
kale leaf (raw)	['e5175']
collard leaf (raw)	['e5176']
pineapple juice (strained)	['e5177']
pineapple drink	['e5178']
iced tea mix (grape-flavored)	['e5179']
boysenberry juice (frozen concentrate)	['e5180']
papaya syrup concentrate	['e5181']
sunflower seed (whole kernel, raw)	['e5182']
pumpkin seed (shell off)	['e5183']
ephedra tea (dry)	['e5184']
papaya seed (dried)	['e5185']
sesame seed (roasted)	['e5186']
marijuana seed (roasted)	['e5187']
sesame seed (hulled)	['e5188']
senna tea leaf (dry)	['e5189']
tea mix (instant)	['e5190']
catnip tea (dry)	['e5191']
melon seed (dried)	['e5192']
cardamom seed (candy-coated)	['e5193']
tomato wedge (artificially sweetened, canned)	['e5194']
tomato wedge (packed in tomato juice, artificially sweetened, canned)	['e5195']
tomato (mashed, canned)	['e5196']
tomato (diced, canned)	['e5197']
tamarillo (raw)	['e5198']
tomato concentrate	['e5199']
tree tomato sauce	['e5200']
tomato pomace	['e5201']
herring in spiced sauce (canned)	['e5202']
romano cheese (grated)	['e5203']
coconut milk drink	['e5204']
raspberry spread (nutritively sweetened)	['e5205']
chocolate (sweetened with sorbitol)	['e5206']
peach kernel paste	['e5207']
onion soup (instant)	['e5208']
watermelon sherbet	['e5209']
tomato soup	['e5210']
tender mushroom soup	['e5211']
vegetable soup	['e5212']
cream of carrot soup	['e5213']
granadilla squash beverage	['e5214']
egg drop soup	['e5215']
chicken-flavored soup	['e5216']
beef-flavored noodle soup	['e5217']
chicken-flavored noodle soup	['e5218']
chicken-flavored consommé (instant)	['e5219']
pea soup	['e5220']
potato soup	['e5221']
coffee (instant with coffee creamer)	['e5222']
tea (liquid, with cream)	['e5223']
kangaroo tail soup	['e5224']
beef stock base (meatless)	['e5225']
chicken stock base (fat removed)	['e5226']
golden onion soup	['e5227']
minestrone soup	['e5228']
vegetable soup (thick)	['e5229']
mushroom soup (liquid)	['e5230']
rock lobster soup	['e5231']
asparagus soup	['e5232']
marmalade (nutritively sweetened)	['e5233']
frozen dairy dessert (nutritively and nonnutritively sweetened)	['e5234']
soybean grits (mace-flavored)	['e5235']
frozen dairy dessert (nutritively sweetened)	['e5236']
imitation jam (sweetened with sorbitol)	['e5237']
imitation jelly sweetened with sorbitol	['e5238']
soybean (roasted)	['e5239']
soybean (whole or pieces)	['e5240']
ground beef (soy-extended)	['e5241']
tempeh	['e5242']
meat byproduct for animal food	['e5243']
tomato pulp	['e5244']
sair date (raw)	['e5245']
pudding mix (powdered)	['e5246']
gluten soya bread	['e5247']
imitation jelly (artificially sweetened)	['e5248']
nonfat dry milk (artificially sweetened)	['e5249']
nonfat dry milk (artificially sweetened and flavored)	['e5250']
bonito fillet extract	['e5251']
infant formula (milk-based, liquid, iron-fortified)	['e5252']
fruit (candied)	['e5253']
sweet potato flakes	['e5254']
hen egg yolk (dried)	['e5255']
pudding (instant)	['e5256']
wheat germ oil	['e5257']
pinto bean (dried)	['e5258']
hen egg yolk (cooked)	['e5259']
salmon roe (raw)	['e5260']
cow whey	['e5261']
bullfrog (raw)	['e5262']
fenugreek tea (dry)	['e5263']
shrimp (raw, stuffed, breaded, frozen)	['e5264']
gelato	['e5265']
beet slices with garlic (pickled)	['e5266']
olive oil (seasoned with basil oil)	['e5267']
pineapple (immature, sliced, in brine)	['e5268']
yogurt (nonfat)	['e5269']
lime (raw)	['e5270']
