foodatlas_id	head_id	relationship_id	tail_id	metadata_ids
t66152	e59456	r4	e204846	['md45875']
t66153	e59456	r3	e204851	['md45882', 'md45881', 'md45880', 'md45878', 'md45877', 'md45883', 'md45879', 'md45876']
t66154	e59456	r4	e204851	['md45884']
t66155	e59456	r3	e204852	['md45889', 'md45887', 'md45898', 'md45891', 'md45886', 'md45892', 'md45902', 'md45890', 'md45888', 'md45896', 'md45904', 'md45907', 'md45901', 'md45900', 'md45906', 'md45905', 'md45897', 'md45894', 'md45885', 'md45903', 'md45899', 'md45893', 'md45895']
t66156	e59456	r3	e204853	['md45908']
t66157	e59456	r3	e204854	['md45911', 'md45910', 'md45909', 'md45912']
t66158	e59456	r3	e204855	['md45918', 'md45919', 'md45917', 'md45913', 'md45916', 'md45920', 'md45921', 'md45922', 'md45924', 'md45915', 'md45914', 'md45923']
t66159	e59456	r3	e204863	['md45925']
t66160	e59456	r4	e204863	['md45926']
t66161	e59456	r3	e204871	['md45929', 'md45928', 'md45927']
t66162	e59456	r3	e204872	['md45930', 'md45932', 'md45931', 'md45934', 'md45933']
t66163	e59456	r4	e204872	['md45935']
t66164	e59456	r3	e204880	['md45936']
t66165	e59456	r3	e204885	['md45942', 'md45943', 'md45938', 'md45939', 'md45937', 'md45940', 'md45941']
t66166	e59456	r4	e204885	['md45944', 'md45945']
t66167	e59456	r3	e204905	['md45946']
t66168	e59456	r3	e204906	['md45951', 'md45948', 'md45947', 'md45950', 'md45949']
t66169	e59456	r4	e204926	['md45952']
t66170	e59456	r3	e204958	['md45954', 'md45955', 'md45958', 'md45960', 'md45956', 'md45953', 'md45959', 'md45961', 'md45957']
t66171	e59456	r3	e204967	['md45963', 'md45964', 'md45962', 'md45965']
t66172	e59456	r4	e204967	['md45966', 'md45967']
t66173	e59456	r4	e204968	['md45974', 'md45970', 'md45973', 'md45980', 'md45971', 'md45978', 'md45972', 'md45976', 'md45981', 'md45982', 'md45977', 'md45979', 'md45968', 'md45975', 'md45969']
t66174	e59456	r4	e204969	['md46008', 'md46054', 'md46030', 'md46048', 'md46042', 'md46027', 'md46028', 'md46013', 'md46019', 'md46034', 'md46036', 'md46051', 'md46044', 'md45992', 'md45983', 'md46004', 'md45988', 'md46026', 'md46015', 'md46016', 'md46006', 'md46041', 'md46024', 'md46000', 'md46043', 'md46058', 'md45999', 'md46059', 'md45987', 'md46050', 'md45985', 'md46047', 'md46056', 'md46023', 'md46037', 'md45986', 'md45996', 'md46055', 'md46021', 'md46049', 'md45989', 'md46020', 'md46035', 'md46053', 'md46009', 'md46001', 'md46052', 'md46031', 'md46032', 'md46033', 'md45990', 'md46007', 'md45998', 'md46040', 'md46003', 'md46025', 'md45993', 'md46057', 'md46046', 'md46011', 'md46014', 'md45994', 'md46022', 'md45991', 'md45984', 'md46005', 'md46012', 'md46010', 'md46038', 'md46029', 'md46045', 'md46017', 'md46039', 'md45995', 'md46018', 'md46002', 'md45997']
t66175	e59456	r3	e204970	['md46066', 'md46067', 'md46061', 'md46064', 'md46060', 'md46063', 'md46062', 'md46065']
t66176	e59456	r4	e204972	['md46077', 'md46081', 'md46074', 'md46084', 'md46070', 'md46068', 'md46080', 'md46083', 'md46085', 'md46069', 'md46078', 'md46076', 'md46082', 'md46072', 'md46071', 'md46079', 'md46075', 'md46073']
t66177	e59456	r4	e204973	['md46086']
t66178	e59456	r4	e204976	['md46088', 'md46087']
t66179	e59456	r4	e204977	['md46092', 'md46093', 'md46094', 'md46090', 'md46097', 'md46095', 'md46091', 'md46096', 'md46089']
t66180	e59456	r3	e204978	['md46099', 'md46102', 'md46100', 'md46101', 'md46098']
t66181	e59456	r4	e204978	['md46108', 'md46109', 'md46116', 'md46111', 'md46114', 'md46113', 'md46104', 'md46105', 'md46110', 'md46115', 'md46112', 'md46106', 'md46103', 'md46107']
t66182	e59456	r3	e204984	['md46117']
t66183	e59456	r3	e204986	['md46118']
t66184	e59456	r4	e204991	['md46120', 'md46119']
t66185	e59456	r3	e205005	['md46121']
t66186	e59456	r4	e205007	['md46122']
t66187	e59456	r3	e205010	['md46131', 'md46125', 'md46134', 'md46127', 'md46124', 'md46128', 'md46123', 'md46132', 'md46135', 'md46133', 'md46129', 'md46130', 'md46126']
t66188	e59456	r3	e205019	['md46136']
t66189	e59456	r4	e205036	['md46137']
t66190	e59456	r3	e205052	['md46138', 'md46139']
t66191	e59456	r3	e205059	['md46140', 'md46141']
t66192	e59456	r3	e205077	['md46142']
t66193	e59456	r3	e205079	['md46143']
t66194	e59456	r3	e205087	['md46151', 'md46152', 'md46148', 'md46146', 'md46147', 'md46156', 'md46144', 'md46155', 'md46153', 'md46149', 'md46154', 'md46145', 'md46150']
t66195	e59456	r3	e205141	['md46157', 'md46158']
t66196	e59456	r3	e205142	['md46159']
t66197	e59456	r3	e205226	['md46161', 'md46160']
t66198	e59456	r3	e205246	['md46163', 'md46164', 'md46162']
t66199	e59456	r3	e205255	['md46165']
t66200	e59456	r4	e205255	['md46167', 'md46166']
t66201	e59456	r3	e205261	['md46168', 'md46173', 'md46170', 'md46172', 'md46171', 'md46169']
t66202	e59456	r3	e205272	['md46174', 'md46175', 'md46176']
t66203	e59456	r3	e205273	['md46178', 'md46177']
t66204	e59456	r3	e205277	['md46181', 'md46179', 'md46180']
t66205	e59456	r3	e205285	['md46182', 'md46183']
t66206	e59456	r3	e205286	['md46184']
t66207	e59456	r3	e205303	['md46185']
t66208	e59456	r4	e205315	['md46186']
t66209	e59456	r3	e205339	['md46187']
t66210	e59456	r3	e205342	['md46189', 'md46188', 'md46190']
t66211	e59456	r3	e205356	['md46194', 'md46191', 'md46193', 'md46192']
t66212	e59456	r3	e205359	['md46195']
t66213	e59456	r4	e205414	['md46197', 'md46196']
t66214	e59456	r3	e205415	['md46198']
t66215	e59456	r3	e205426	['md46199']
t66216	e59456	r3	e205435	['md46200']
t66217	e59456	r4	e205438	['md46201']
t66218	e59456	r4	e205458	['md46202']
t66219	e59456	r3	e205464	['md46204', 'md46203']
t66220	e59456	r3	e205465	['md46208', 'md46207', 'md46211', 'md46205', 'md46206', 'md46210', 'md46209']
t66221	e59456	r4	e205472	['md46212']
t66222	e59456	r3	e205476	['md46213']
t66223	e59456	r3	e205484	['md46214']
t66224	e59456	r3	e205486	['md46215']
t66225	e59456	r3	e205491	['md46216']
t66226	e59456	r3	e205503	['md46217']
t66227	e59456	r3	e205507	['md46220', 'md46218', 'md46222', 'md46225', 'md46224', 'md46226', 'md46219', 'md46223', 'md46221']
t66228	e59456	r3	e205519	['md46228', 'md46227']
t66229	e59456	r3	e205522	['md46230', 'md46229']
t66230	e59456	r3	e205555	['md46233', 'md46235', 'md46238', 'md46239', 'md46231', 'md46240', 'md46234', 'md46237', 'md46236', 'md46232']
t66231	e59456	r3	e205576	['md46242', 'md46241']
t66232	e59456	r3	e205586	['md46243']
t66233	e59456	r3	e205594	['md46244']
t66234	e59456	r3	e205598	['md46245']
t66235	e59456	r4	e205613	['md46246']
t66236	e59456	r3	e205619	['md46250', 'md46252', 'md46249', 'md46247', 'md46248', 'md46253', 'md46254', 'md46251']
t66237	e59456	r3	e205652	['md46255']
t66238	e59456	r3	e205672	['md46256']
t66239	e59456	r3	e205690	['md46257']
t66240	e59456	r3	e205707	['md46258', 'md46259']
t66241	e59456	r3	e205716	['md46260']
t66242	e59456	r3	e205735	['md46261']
t66243	e59456	r3	e205737	['md46262']
t66244	e59456	r3	e205742	['md46267', 'md46266', 'md46265', 'md46263', 'md46264']
t66245	e59456	r3	e205754	['md46269', 'md46268']
t66246	e59456	r3	e205776	['md46270', 'md46271']
t66247	e59456	r3	e205777	['md46276', 'md46273', 'md46275', 'md46272', 'md46277', 'md46274']
t66248	e59456	r3	e205778	['md46279', 'md46278']
t66249	e59456	r3	e205781	['md46280']
t66250	e59456	r3	e205796	['md46283', 'md46281', 'md46282', 'md46284']
t66251	e59456	r3	e205806	['md46285']
t66252	e59456	r3	e205812	['md46286']
t66253	e59456	r3	e205881	['md46288', 'md46287']
t66254	e59456	r3	e205888	['md46290', 'md46289']
t66255	e59456	r4	e205888	['md46291']
t66256	e59456	r4	e205904	['md46292']
t66257	e59456	r3	e205923	['md46294', 'md46293']
t66258	e59456	r3	e205924	['md46295']
t66259	e59456	r4	e205931	['md46296']
t66260	e59456	r3	e205955	['md46297']
t66261	e59456	r4	e205955	['md46298', 'md46299']
t66262	e59456	r3	e205963	['md46300']
t66263	e59456	r3	e205967	['md46301', 'md46302']
t66264	e59456	r3	e205972	['md46303']
t66265	e59456	r3	e205977	['md46304']
t66266	e59456	r3	e205995	['md46305']
t66267	e59456	r3	e205996	['md46306']
t66268	e59456	r3	e206028	['md46307', 'md46308']
t66269	e59456	r3	e206032	['md46309', 'md46310', 'md46311']
t66270	e59456	r3	e206036	['md46313', 'md46317', 'md46316', 'md46315', 'md46314', 'md46312']
t66271	e59456	r4	e206036	['md46318']
t66272	e59456	r3	e206042	['md46319']
t66273	e59456	r4	e206045	['md46320']
t66274	e59456	r4	e206047	['md46321']
t66275	e59456	r3	e206059	['md46322', 'md46324', 'md46323']
t66276	e59456	r4	e206068	['md46325']
t66277	e59456	r3	e206090	['md46332', 'md46327', 'md46333', 'md46330', 'md46329', 'md46326', 'md46331', 'md46334', 'md46328']
t66278	e59456	r3	e206103	['md46335']
t66279	e59456	r4	e206103	['md46336', 'md46337']
t66280	e59456	r3	e206105	['md46340', 'md46341', 'md46343', 'md46338', 'md46342', 'md46339']
t66281	e59456	r3	e206106	['md46344']
t66282	e59456	r4	e206106	['md46345']
t66283	e59456	r4	e206109	['md46350', 'md46346', 'md46349', 'md46348', 'md46347']
t66284	e59456	r4	e206110	['md46351']
t66285	e59456	r3	e206112	['md46352']
t66286	e59456	r3	e206119	['md46354', 'md46353']
t66287	e59456	r3	e206137	['md46356', 'md46357', 'md46355']
t66288	e59456	r3	e206147	['md46361', 'md46359', 'md46358', 'md46360']
t66289	e59456	r3	e206148	['md46362']
t66290	e59456	r3	e206167	['md46365', 'md46363', 'md46364']
t66291	e59456	r3	e206178	['md46370', 'md46368', 'md46367', 'md46366', 'md46369']
t66292	e59456	r3	e206192	['md46371', 'md46372', 'md46373', 'md46374']
t66293	e59456	r3	e206228	['md46375']
t66294	e59456	r4	e206252	['md46379', 'md46378', 'md46377', 'md46376']
t66295	e59456	r3	e206262	['md46380']
t66296	e59456	r3	e206266	['md46383', 'md46382', 'md46381']
t66297	e59456	r3	e206294	['md46384']
t66298	e59456	r4	e206303	['md46385', 'md46386', 'md46387']
t66299	e59456	r3	e206306	['md46388']
t66300	e59456	r4	e206312	['md46389', 'md46390']
t66301	e59456	r3	e206339	['md46391']
t66302	e59456	r3	e206347	['md46393', 'md46392']
t66303	e59456	r4	e206347	['md46395', 'md46396', 'md46394']
t66304	e59456	r3	e206357	['md46398', 'md46397']
t66305	e59456	r4	e206357	['md46399']
t66306	e59456	r3	e206372	['md46400']
t66307	e59456	r3	e206420	['md46401', 'md46402']
t66308	e59456	r4	e206441	['md46403']
t66309	e59456	r3	e206444	['md46404', 'md46405', 'md46406']
t66310	e59456	r3	e206445	['md46407']
t66311	e59456	r3	e206450	['md46408']
t66312	e59456	r3	e206469	['md46409']
t66313	e59456	r3	e206476	['md46410']
t66314	e59456	r3	e206478	['md46415', 'md46414', 'md46411', 'md46412', 'md46416', 'md46413']
t66315	e59456	r4	e206478	['md46417']
t66316	e59456	r3	e206479	['md46421', 'md46419', 'md46420', 'md46418']
t66317	e59456	r3	e206511	['md46422']
t66318	e59456	r3	e206516	['md46424', 'md46423']
t66319	e59456	r3	e206523	['md46425']
t66320	e59456	r4	e206523	['md46428', 'md46426', 'md46427', 'md46429']
t66321	e59456	r3	e206527	['md46431', 'md46430']
t66322	e59456	r4	e206528	['md46435', 'md46434', 'md46433', 'md46432']
t66323	e59456	r3	e206544	['md46437', 'md46436']
t66324	e59456	r3	e206557	['md46438']
t66325	e59456	r4	e206573	['md46439']
t66326	e59456	r3	e206581	['md46440']
t66327	e59456	r3	e206585	['md46441']
t66328	e59456	r3	e206590	['md46442', 'md46443']
t66329	e59456	r3	e206613	['md46444']
t66330	e59456	r3	e206637	['md46445']
t66331	e59456	r3	e206660	['md46446']
t66332	e59456	r4	e206683	['md46447']
t66333	e59456	r4	e206687	['md46448', 'md46449']
t66334	e59456	r3	e206711	['md46454', 'md46451', 'md46458', 'md46460', 'md46450', 'md46456', 'md46463', 'md46455', 'md46457', 'md46459', 'md46452', 'md46461', 'md46453', 'md46462', 'md46464']
t66335	e59456	r4	e206711	['md46469', 'md46470', 'md46512', 'md46479', 'md46490', 'md46483', 'md46471', 'md46507', 'md46509', 'md46465', 'md46473', 'md46488', 'md46484', 'md46475', 'md46476', 'md46501', 'md46472', 'md46495', 'md46492', 'md46502', 'md46526', 'md46524', 'md46508', 'md46505', 'md46477', 'md46487', 'md46494', 'md46516', 'md46513', 'md46496', 'md46499', 'md46498', 'md46518', 'md46510', 'md46489', 'md46493', 'md46511', 'md46519', 'md46514', 'md46503', 'md46522', 'md46500', 'md46523', 'md46521', 'md46491', 'md46517', 'md46525', 'md46467', 'md46478', 'md46481', 'md46506', 'md46515', 'md46466', 'md46504', 'md46482', 'md46468', 'md46497', 'md46480', 'md46486', 'md46474', 'md46485', 'md46520']
t66336	e59456	r4	e206712	['md46527']
t66337	e59456	r3	e206732	['md46528']
t66338	e59456	r3	e206745	['md46532', 'md46530', 'md46529', 'md46531']
t66339	e59456	r3	e206752	['md46533', 'md46538', 'md46536', 'md46537', 'md46535', 'md46534']
t66340	e59456	r3	e206761	['md46539']
t66341	e59456	r4	e206779	['md46541', 'md46540']
t66342	e59456	r3	e206799	['md46543', 'md46542']
t66343	e59456	r3	e206815	['md46544', 'md46545']
t66344	e59456	r3	e206825	['md46546']
t66345	e59456	r3	e206840	['md46547', 'md46549', 'md46548']
t66346	e59456	r4	e206840	['md46551', 'md46552', 'md46550']
t66347	e59456	r3	e206844	['md46556', 'md46557', 'md46562', 'md46563', 'md46567', 'md46554', 'md46553', 'md46560', 'md46565', 'md46555', 'md46564', 'md46558', 'md46559', 'md46561', 'md46566']
t66348	e59456	r4	e206856	['md46568']
t66349	e59456	r3	e206862	['md46569', 'md46570']
t66350	e59456	r3	e206872	['md46571']
t66351	e59456	r3	e206873	['md46578', 'md46579', 'md46574', 'md46576', 'md46583', 'md46575', 'md46580', 'md46581', 'md46582', 'md46584', 'md46572', 'md46573', 'md46577']
t66352	e59456	r4	e206873	['md46586', 'md46585']
t66353	e59456	r3	e206891	['md46587', 'md46588']
t66354	e59456	r3	e206905	['md46589']
t66355	e59456	r3	e206911	['md46590']
t66356	e59456	r3	e206912	['md46591']
t66357	e59456	r3	e206913	['md46592']
t66358	e59456	r3	e206919	['md46593']
t66359	e59456	r3	e206949	['md46595', 'md46597', 'md46596', 'md46594']
t66360	e59456	r3	e206954	['md46598']
t66361	e59456	r3	e206974	['md46600', 'md46604', 'md46599', 'md46602', 'md46601', 'md46603']
t66362	e59456	r3	e206984	['md46605']
t66363	e59456	r3	e207002	['md46606']
t66364	e59456	r3	e207012	['md46608', 'md46607']
t66365	e59456	r3	e207017	['md46609', 'md46612', 'md46610', 'md46611']
t66366	e59456	r4	e207017	['md46613']
t66367	e59456	r4	e207028	['md46620', 'md46627', 'md46621', 'md46632', 'md46619', 'md46626', 'md46614', 'md46628', 'md46631', 'md46629', 'md46630', 'md46623', 'md46616', 'md46617', 'md46624', 'md46625', 'md46622', 'md46615', 'md46618']
t66368	e59456	r3	e207057	['md46633']
t66369	e59456	r4	e207060	['md46634']
t66370	e59456	r3	e207083	['md46635']
t66371	e59456	r3	e207086	['md46636']
t66372	e59456	r3	e207096	['md46638', 'md46637']
t66373	e59456	r3	e207127	['md46639']
t66374	e59456	r3	e207135	['md46640']
t66375	e59456	r3	e207140	['md46641']
t66376	e59456	r3	e207141	['md46642']
t66377	e59456	r3	e207142	['md46644', 'md46643']
t66378	e59456	r3	e207150	['md46646', 'md46647', 'md46645']
t66379	e59456	r3	e207163	['md46648', 'md46649']
t66380	e59456	r3	e207176	['md46652', 'md46653', 'md46654', 'md46650', 'md46651']
t66381	e59456	r3	e207187	['md46655', 'md46656']
t66382	e59456	r3	e207188	['md46657']
t66383	e59456	r3	e207196	['md46658']
t66384	e14794	r3	e204308	['md46659']
t66385	e14794	r3	e206523	['md46660']
t66386	e14098	r3	e206479	['md46661']
t66387	e63215	r3	e204837	['md46662']
t66388	e63215	r3	e205519	['md46663']
t66389	e63215	r3	e206711	['md46665', 'md46664']
t66390	e10445	r3	e204134	['md46666']
t66391	e10445	r3	e204136	['md46671', 'md46669', 'md46672', 'md46673', 'md46668', 'md46670', 'md46667']
t66392	e10445	r3	e204300	['md46674']
t66393	e10445	r3	e204437	['md46675']
t66394	e10445	r3	e204453	['md46676']
t66395	e10445	r3	e204518	['md46677']
t66396	e10445	r3	e204531	['md46679', 'md46678']
t66397	e10445	r3	e204648	['md46680']
t66398	e10445	r3	e204658	['md46681']
t66399	e10445	r3	e204905	['md46682']
t66400	e10445	r3	e205503	['md46683', 'md46684']
t66401	e10445	r3	e205742	['md46685']
t66402	e10445	r3	e205778	['md46686']
t66403	e10445	r3	e205822	['md46687']
t66404	e10445	r3	e205828	['md46688']
t66405	e10445	r3	e205875	['md46689', 'md46690']
t66406	e10445	r3	e206119	['md46691']
t66407	e10445	r3	e206147	['md46692']
t66408	e10445	r3	e206347	['md46693']
t66409	e10445	r3	e206478	['md46694']
t66410	e10445	r3	e206579	['md46695']
t66411	e10445	r3	e206641	['md46696']
t66412	e10445	r3	e206642	['md46697']
t66413	e10445	r3	e206711	['md46698']
t66414	e62607	r3	e205650	['md46699']
t66415	e62607	r3	e205779	['md46700']
t66416	e14123	r3	e204299	['md46701']
t66417	e14123	r3	e204573	['md46702', 'md46703']
t66418	e14123	r3	e204864	['md46704']
t66419	e14123	r3	e204906	['md46705']
t66420	e14123	r3	e205198	['md46706']
t66421	e14123	r3	e205325	['md46707']
t66422	e14123	r3	e205356	['md46708']
t66423	e14123	r3	e205440	['md46709']
t66424	e14123	r3	e205568	['md46710']
t66425	e14123	r3	e205646	['md46711']
t66426	e14123	r3	e205756	['md46712']
t66427	e14123	r3	e206147	['md46713']
t66428	e14123	r3	e206186	['md46714']
t66429	e14123	r3	e206420	['md46715']
t66430	e14123	r3	e206933	['md46716']
t66431	e14123	r3	e206934	['md46718', 'md46717']
t66432	e14123	r3	e207188	['md46719']
t66433	e10649	r4	e204051	['md46720']
t66434	e16670	r4	e204051	['md46721']
t66435	e20587	r4	e204051	['md46722']
t66436	e10649	r3	e204061	['md46723']
t66437	e16670	r3	e204061	['md46724']
t66438	e20587	r3	e204061	['md46725']
t66439	e10649	r3	e204088	['md46726']
t66440	e16670	r3	e204088	['md46727']
t66441	e20587	r3	e204088	['md46728']
t66442	e10649	r3	e204158	['md46729']
t66443	e16670	r3	e204158	['md46730']
t66444	e20587	r3	e204158	['md46731']
t66445	e10649	r3	e204185	['md46732']
t66446	e16670	r3	e204185	['md46733']
t66447	e20587	r3	e204185	['md46734']
t66448	e10649	r3	e204189	['md46735']
t66449	e16670	r3	e204189	['md46736']
t66450	e20587	r3	e204189	['md46737']
t66451	e10649	r3	e204335	['md46738']
t66452	e16670	r3	e204335	['md46739']
t66453	e20587	r3	e204335	['md46740']
t66454	e10649	r4	e204339	['md46741']
t66455	e16670	r4	e204339	['md46742']
t66456	e20587	r4	e204339	['md46743']
t66457	e10649	r4	e204340	['md46744']
t66458	e16670	r4	e204340	['md46745']
t66459	e20587	r4	e204340	['md46746']
t66460	e10649	r3	e204380	['md46747']
t66461	e16670	r3	e204380	['md46748']
t66462	e20587	r3	e204380	['md46749']
t66463	e10649	r3	e204573	['md46751', 'md46750']
t66464	e16670	r3	e204573	['md46753', 'md46752']
t66465	e20587	r3	e204573	['md46754', 'md46755']
t66466	e10649	r3	e204747	['md46758', 'md46757', 'md46756']
t66467	e16670	r3	e204747	['md46761', 'md46760', 'md46759']
t66468	e20587	r3	e204747	['md46763', 'md46762', 'md46764']
t66469	e10649	r3	e204855	['md46765']
t66470	e16670	r3	e204855	['md46766']
t66471	e20587	r3	e204855	['md46767']
t66472	e10649	r4	e204932	['md46768']
t66473	e16670	r4	e204932	['md46769']
t66474	e20587	r4	e204932	['md46770']
t66475	e10649	r3	e204978	['md46771']
t66476	e16670	r3	e204978	['md46772']
t66477	e20587	r3	e204978	['md46773']
t66478	e10649	r4	e204992	['md46775', 'md46776', 'md46774']
t66479	e16670	r4	e204992	['md46779', 'md46777', 'md46778']
t66480	e20587	r4	e204992	['md46781', 'md46780', 'md46782']
t66481	e10649	r3	e205087	['md46783']
t66482	e16670	r3	e205087	['md46784']
t66483	e20587	r3	e205087	['md46785']
t66484	e10649	r4	e205087	['md46786']
t66485	e16670	r4	e205087	['md46787']
t66486	e20587	r4	e205087	['md46788']
t66487	e10649	r4	e205220	['md46789']
t66488	e16670	r4	e205220	['md46790']
t66489	e20587	r4	e205220	['md46791']
t66490	e10649	r4	e205224	['md46792']
t66491	e16670	r4	e205224	['md46793']
t66492	e20587	r4	e205224	['md46794']
t66493	e10649	r4	e205243	['md46795']
t66494	e16670	r4	e205243	['md46796']
t66495	e20587	r4	e205243	['md46797']
t66496	e10649	r3	e205313	['md46799', 'md46798']
t66497	e16670	r3	e205313	['md46800', 'md46801']
t66498	e20587	r3	e205313	['md46803', 'md46802']
t66499	e10649	r3	e205326	['md46804']
t66500	e16670	r3	e205326	['md46805']
t66501	e20587	r3	e205326	['md46806']
t66502	e10649	r3	e205356	['md46807']
t66503	e16670	r3	e205356	['md46808']
t66504	e20587	r3	e205356	['md46809']
t66505	e10649	r3	e205501	['md46812', 'md46814', 'md46810', 'md46815', 'md46813', 'md46811']
t66506	e16670	r3	e205501	['md46819', 'md46821', 'md46820', 'md46817', 'md46818', 'md46816']
t66507	e20587	r3	e205501	['md46824', 'md46823', 'md46826', 'md46825', 'md46822', 'md46827']
t66508	e10649	r3	e205646	['md46828']
t66509	e16670	r3	e205646	['md46829']
t66510	e20587	r3	e205646	['md46830']
t66511	e10649	r4	e205654	['md46832', 'md46831']
t66512	e16670	r4	e205654	['md46834', 'md46833']
t66513	e20587	r4	e205654	['md46835', 'md46836']
t66514	e10649	r4	e205892	['md46837']
t66515	e16670	r4	e205892	['md46838']
t66516	e20587	r4	e205892	['md46839']
t66517	e10649	r3	e206059	['md46840']
t66518	e16670	r3	e206059	['md46841']
t66519	e20587	r3	e206059	['md46842']
t66520	e10649	r3	e206090	['md46844', 'md46843']
t66521	e16670	r3	e206090	['md46846', 'md46845']
t66522	e20587	r3	e206090	['md46848', 'md46847']
t66523	e10649	r4	e206239	['md46849']
t66524	e16670	r4	e206239	['md46850']
t66525	e20587	r4	e206239	['md46851']
t66526	e10649	r3	e206252	['md46852']
t66527	e16670	r3	e206252	['md46853']
t66528	e20587	r3	e206252	['md46854']
t66529	e10649	r4	e206407	['md46855', 'md46856']
t66530	e16670	r4	e206407	['md46858', 'md46857']
t66531	e20587	r4	e206407	['md46860', 'md46859']
t66532	e10649	r4	e206505	['md46861']
t66533	e16670	r4	e206505	['md46862']
t66534	e20587	r4	e206505	['md46863']
t66535	e10649	r4	e206517	['md46867', 'md46864', 'md46865', 'md46866']
t66536	e16670	r4	e206517	['md46871', 'md46869', 'md46868', 'md46870']
t66537	e20587	r4	e206517	['md46874', 'md46872', 'md46873', 'md46875']
t66538	e10649	r4	e206562	['md46876']
t66539	e16670	r4	e206562	['md46877']
t66540	e20587	r4	e206562	['md46878']
t66541	e10649	r3	e206566	['md46879']
t66542	e16670	r3	e206566	['md46880']
t66543	e20587	r3	e206566	['md46881']
t66544	e10649	r4	e206577	['md46882']
t66545	e16670	r4	e206577	['md46883']
t66546	e20587	r4	e206577	['md46884']
t66547	e10649	r3	e206590	['md46885', 'md46886']
t66548	e16670	r3	e206590	['md46888', 'md46887']
t66549	e20587	r3	e206590	['md46889', 'md46890']
t66550	e10649	r3	e206711	['md46892', 'md46891']
t66551	e16670	r3	e206711	['md46894', 'md46893']
t66552	e20587	r3	e206711	['md46896', 'md46895']
t66553	e10649	r4	e206716	['md46897']
t66554	e16670	r4	e206716	['md46898']
t66555	e20587	r4	e206716	['md46899']
t66556	e10649	r4	e206835	['md46901', 'md46900']
t66557	e16670	r4	e206835	['md46903', 'md46902']
t66558	e20587	r4	e206835	['md46905', 'md46904']
t66559	e10649	r4	e206886	['md46906']
t66560	e16670	r4	e206886	['md46907']
t66561	e20587	r4	e206886	['md46908']
t66562	e10649	r3	e206891	['md46909']
t66563	e16670	r3	e206891	['md46910']
t66564	e20587	r3	e206891	['md46911']
t66565	e10649	r4	e207087	['md46912']
t66566	e16670	r4	e207087	['md46913']
t66567	e20587	r4	e207087	['md46914']
t66568	e10649	r3	e207096	['md46915']
t66569	e16670	r3	e207096	['md46916']
t66570	e20587	r3	e207096	['md46917']
t66571	e10649	r3	e207150	['md46918']
t66572	e16670	r3	e207150	['md46919']
t66573	e20587	r3	e207150	['md46920']
t66574	e10649	r3	e207176	['md46921']
t66575	e16670	r3	e207176	['md46922']
t66576	e20587	r3	e207176	['md46923']
t66577	e70034	r4	e205402	['md46924']
t66578	e70034	r3	e205465	['md46925']
t66579	e70034	r3	e205501	['md46926']
t66580	e70034	r4	e205575	['md46928', 'md46927']
t66581	e70034	r4	e206850	['md46929', 'md46933', 'md46932', 'md46930', 'md46931', 'md46934']
t66582	e70035	r3	e204531	['md46935']
t66583	e79854	r3	e204531	['md46936']
t66584	e33244	r3	e204039	['md46937']
t66585	e33244	r3	e206390	['md46938']
t66586	e33244	r3	e206456	['md46939']
t66587	e33244	r3	e207127	['md46940']
t66588	e33244	r3	e207176	['md46941']
t66589	e19331	r4	e204088	['md46942']
t66590	e59457	r4	e204088	['md46943']
t66591	e79777	r4	e204088	['md46944']
t66592	e19331	r3	e204189	['md46945']
t66593	e59457	r3	e204189	['md46946']
t66594	e79777	r3	e204189	['md46947']
t66595	e19331	r4	e204267	['md46948']
t66596	e59457	r4	e204267	['md46949']
t66597	e79777	r4	e204267	['md46950']
t66598	e19331	r4	e204413	['md46951']
t66599	e59457	r4	e204413	['md46952']
t66600	e79777	r4	e204413	['md46953']
t66601	e19331	r4	e204531	['md46955', 'md46954']
t66602	e59457	r4	e204531	['md46956', 'md46957']
t66603	e79777	r4	e204531	['md46958', 'md46959']
t66604	e19331	r4	e204534	['md46960']
t66605	e59457	r4	e204534	['md46961']
t66606	e79777	r4	e204534	['md46962']
t66607	e19331	r3	e204573	['md46963']
t66608	e59457	r3	e204573	['md46964']
t66609	e79777	r3	e204573	['md46965']
t66610	e19331	r4	e204855	['md46966']
t66611	e59457	r4	e204855	['md46967']
t66612	e79777	r4	e204855	['md46968']
t66613	e19331	r3	e204871	['md46970', 'md46969']
t66614	e59457	r3	e204871	['md46972', 'md46971']
t66615	e79777	r3	e204871	['md46974', 'md46973']
t66616	e19331	r3	e205246	['md46975']
t66617	e59457	r3	e205246	['md46976']
t66618	e79777	r3	e205246	['md46977']
t66619	e19331	r4	e205465	['md46978']
t66620	e59457	r4	e205465	['md46979']
t66621	e79777	r4	e205465	['md46980']
t66622	e19331	r4	e205503	['md46981']
t66623	e59457	r4	e205503	['md46982']
t66624	e79777	r4	e205503	['md46983']
t66625	e19331	r4	e205519	['md46984']
t66626	e59457	r4	e205519	['md46985']
t66627	e79777	r4	e205519	['md46986']
t66628	e19331	r4	e205994	['md46987']
t66629	e59457	r4	e205994	['md46988']
t66630	e79777	r4	e205994	['md46989']
t66631	e19331	r3	e206036	['md46990']
t66632	e59457	r3	e206036	['md46991']
t66633	e79777	r3	e206036	['md46992']
t66634	e19331	r4	e206036	['md46993']
